ASSIGNMENT_ID,EVENT_DATE,Division,EMP_FULL_NAME,Title,External_Title,Location_Country,EVENT_TYPE_CODE,EVENT_TYPE_NAME,EVENT_REASON_CODE,INTERNAL_TRANSFER_IND,CUMULATIVE_TRANSFERS,TRANSFER_SALARY_IMPACT,NGB_ANN_BASE_CHANGE_FLG,CURRENCY_CODE,CURRENCY_CHANGE_FLAG,PREV_CURRENCY_CODE,CURRENCY_CHANGED_FLAG,ANNUAL_SALARY,PREV_SAL_YEAR,PREVIOUS_SALARY,PAY_PERCENTILE,IS_UNDERPAID,SALARY_CHANGE_RATE,HIKE_AMT,MEAN_HIKE,MEAN_HIKE_PERCENTAGE,PAY_GROWTH_TREND,MEAN_SALARY,GENDER_CODE,AGE,TIME_IN_FIRM,TENURE_BUCKET,LAST_PROMOTION_DT,YEARS_SINCE_LAST_PROMOTION,HAS_RECENT_PROMOTION,IS_STAGNANT_EMPLOYEE,AVG_PROMOTION_RATE,AVG_SUP_CHANGE_RATE,YEARS_SINCE_LAST_MANAGER_CHANGE,AVG_YEARS_BETWEEN_PROMOTIONS,ATTRITION_RISK
200003689,06/24/2022,Finance,Kimberly Mueller,Director,Director,USA,HIRE,Transfer,HIRE:PROMO,N,4,Low,N,AED,N,SGD,N,116701,2024,107434,9,0,8.63,9267,9267,8.63,Moderate Growth,116701,F,63,6,5-8 years,2023-12-17,0,0,0,0.25,0.2,2,4.3,1
200003690,11/16/2020,Technology,Wesley Johnson,Analyst,Analyst,GBR,PROMO,Transfer,TRANS:PROMO,Y,3,Not Applicable,N,INR,N,AED,N,44561,2024,36322,49,0,22.68,8239,8239,22.68,Moderate Growth,44561,M,51,17,10+ years,2022-09-15,2,0,1,0.01,0.35,5,4.7,1
200003691,07/01/2024,Operations,David Parrish,Manager,Manager,GBR,HIRE,New Hire,TRANS:TRANS,Y,2,Not Applicable,N,SGD,N,AED,N,88508,2024,76905,100,0,15.09,11603,11603,15.09,Moderate Growth,88508,F,62,8,5-8 years,2025-05-09,2,1,1,0.04,0.49,4,2.2,0
200003692,09/28/2022,HR,Randy Lewis,Analyst,Analyst,USA,TER,Transfer,TER:TRANS,N,0,Not Applicable,N,GBP,N,GBP,N,46499,2024,41423,90,0,12.25,5076,5076,12.25,Moderate Growth,46499,M,55,3,2-5 years,2022-10-15,0,0,0,0.39,0.11,4,4.5,0
200003693,08/17/2023,Marketing,Cody Cordova,Senior Analyst,Senior Analyst,ARE,TRANS,Promotion,TRANS:NEW,N,2,Not Applicable,N,USD,N,AUD,N,60065,2024,56525,44,1,6.26,3540,3540,6.26,Moderate Growth,60065,M,58,8,5-8 years,2025-03-20,1,0,0,0.16,0.42,10,3.9,0
200003694,08/17/2020,Technology,Kevin Clarke,Analyst,Analyst,USA,TRANS,Transfer,TRANS:PROMO,N,3,Low,Y,INR,N,JPY,N,48322,2024,44001,45,1,9.82,4321,4321,9.82,Rapid Growth,48322,M,27,3,2-5 years,2023-10-04,0,0,0,0.29,0.22,2,4.5,0
200003695,05/01/2023,Geography,Michael Reyes,Senior Analyst,Senior Analyst,USA,TRANS,New Hire,PROMO:NEW,N,3,High,N,USD,N,GBP,Y,60025,2024,49273,73,1,21.82,10752,10752,21.82,Declining,60025,M,28,11,10+ years,UNKNOWN,3,0,0,0.2,0.48,4,4.8,0
200003696,01/13/2023,Technology,Jesus Ross,Senior Analyst,Senior Analyst,GBR,PROMO,Promotion,PROMO:TRANS,N,5,Medium,N,GBP,N,INR,N,57042,2024,53923,16,0,5.78,3119,3119,5.78,Moderate Growth,57042,F,53,3,2-5 years,UNKNOWN,0,1,0,0.48,0.08,2,1.5,0
200003697,02/07/2023,HR,James Ramos,Analyst,Analyst,IND,HIRE,Termination,HIRE:NEW,N,3,Medium,Y,GBP,N,USD,Y,49538,2024,43181,46,0,14.72,6357,6357,14.72,Rapid Growth,49538,M,53,19,10+ years,UNKNOWN,1,1,0,0.06,0.4,2,2.2,0
200003698,11/04/2022,HR,Andrea Harvey,Senior Analyst,Senior Analyst,USA,HIRE,New Hire,HIRE:TRANS,N,1,High,N,AUD,N,INR,N,53758,2024,45987,85,1,16.9,7771,7771,16.9,Rapid Growth,53758,M,46,13,10+ years,2023-07-06,0,0,0,0.05,0.28,8,3.2,0
200003699,08/21/2024,Geography,Kenneth Haas,Associate,Associate,GBR,TRANS,Transfer,TER:PROMO,N,2,Not Applicable,N,INR,N,USD,N,212898,2024,174428,93,0,22.05,38470,38470,22.05,Moderate Growth,212898,M,54,6,5-8 years,2024-11-24,2,0,0,0.12,0.41,7,2.3,0
200003700,04/17/2021,Technology,Melissa Ayers,Analyst,Analyst,USA,HIRE,Termination,HIRE:PROMO,N,5,Not Applicable,N,USD,N,JPY,N,44875,2024,42183,14,0,6.38,2692,2692,6.38,Moderate Growth,44875,F,28,12,10+ years,2024-12-04,1,0,0,0.1,0.31,5,3.8,0
200003701,05/25/2022,Operations,Ann Brown,Manager,Manager,JPN,HIRE,New Hire,PROMO:TRANS,N,2,Not Applicable,Y,AUD,N,GBP,N,85429,2024,75855,80,0,12.62,9574,9574,12.62,Rapid Growth,85429,F,33,7,5-8 years,UNKNOWN,3,0,1,0.25,0.17,6,2.4,1
200003702,08/07/2021,Finance,Jason Evans,Senior Analyst,Senior Analyst,GBR,PROMO,New Hire,TRANS:PROMO,N,4,Not Applicable,N,GBP,N,GBP,N,61165,2024,57996,75,0,5.46,3169,3169,5.46,Stable,61165,O,37,4,2-5 years,UNKNOWN,4,0,0,0.18,0.43,7,1.8,0
200003703,01/05/2023,Finance,Benjamin Castillo,Senior Analyst,Senior Analyst,ARE,HIRE,Transfer,TER:PROMO,Y,2,Not Applicable,N,JPY,Y,SGD,Y,58362,2024,48211,23,1,21.06,10151,10151,21.06,Rapid Growth,58362,M,37,11,10+ years,UNKNOWN,0,0,0,0.37,0.24,0,4.6,1
200003704,03/23/2024,Operations,Craig Williams,Analyst,Analyst,USA,PROMO,New Hire,PROMO:TRANS,N,4,Low,N,SGD,N,SGD,Y,51765,2024,45650,78,0,13.4,6115,6115,13.4,Rapid Growth,51765,M,64,12,10+ years,2024-11-10,3,0,1,0.39,0.46,3,3.4,1
200003705,03/09/2023,Marketing,Robin Mills,Analyst,Analyst,ARE,TRANS,Promotion,TER:NEW,N,0,Not Applicable,N,GBP,N,INR,N,37507,2024,30623,71,0,22.48,6884,6884,22.48,Declining,37507,F,57,19,10+ years,2023-02-13,0,1,0,0.45,0.18,8,3.9,1
200003706,10/01/2022,Operations,Richard Campbell,Director,Director,JPN,HIRE,Termination,PROMO:TRANS,Y,1,Medium,Y,SGD,N,USD,N,120675,2024,106030,76,0,13.81,14645,14645,13.81,Rapid Growth,120675,F,34,13,10+ years,UNKNOWN,0,1,0,0.03,0.27,9,2.4,1
200003707,01/01/2024,Marketing,Paul Rodriguez,Analyst,Analyst,ARE,TRANS,New Hire,HIRE:TRANS,N,5,Not Applicable,N,AUD,N,JPY,N,48793,2024,45546,30,1,7.13,3247,3247,7.13,Stable,48793,M,28,17,10+ years,2023-12-22,1,0,0,0.07,0.43,4,4.7,0
200003708,03/20/2021,Technology,Courtney Taylor,Analyst,Analyst,ARE,TRANS,New Hire,HIRE:NEW,N,5,Not Applicable,N,INR,N,AED,N,51922,2024,42389,19,1,22.49,9533,9533,22.49,Moderate Growth,51922,F,57,19,10+ years,2024-06-13,5,1,0,0.02,0.37,8,3.3,0
200003709,01/20/2022,Operations,Eileen Jones,Senior Analyst,Senior Analyst,GBR,PROMO,Promotion,TER:TRANS,N,2,Not Applicable,N,SGD,N,AUD,N,66672,2024,56034,7,0,18.98,10638,10638,18.98,Moderate Growth,66672,F,30,3,2-5 years,2022-07-11,2,1,1,0.28,0.02,6,1.2,1
200003710,03/19/2024,Marketing,Eric Rodriguez,Manager,Manager,USA,TRANS,Promotion,PROMO:TRANS,N,0,Not Applicable,N,AED,N,INR,N,79519,2024,71754,95,0,10.82,7765,7765,10.82,Rapid Growth,79519,F,53,20,10+ years,2024-12-04,0,0,1,0.21,0.18,6,2.6,0
200003711,04/03/2022,HR,Robert Jones,Manager,Manager,JPN,HIRE,New Hire,HIRE:TRANS,N,2,Not Applicable,N,GBP,N,AUD,N,86811,2024,70442,84,1,23.24,16369,16369,23.24,Declining,86811,O,32,17,10+ years,2024-12-02,0,0,0,0.5,0.08,5,2.1,1
200003712,12/03/2023,Geography,Scott Williams,Senior Analyst,Senior Analyst,USA,TRANS,New Hire,HIRE:NEW,N,4,Medium,N,JPY,N,SGD,N,58930,2024,51156,87,0,15.2,7774,7774,15.2,Moderate Growth,58930,F,29,6,5-8 years,UNKNOWN,3,1,0,0.39,0.04,8,2.8,0
200003713,07/30/2024,Marketing,Thomas Bennett,Senior Analyst,Senior Analyst,USA,TRANS,Promotion,HIRE:TRANS,N,5,High,Y,AED,N,GBP,N,59905,2024,50916,94,0,17.65,8989,8989,17.65,Rapid Growth,59905,M,54,14,10+ years,2023-03-09,4,0,0,0.48,0.0,3,4.9,1
200003714,11/06/2024,Operations,Pamela Klein,Senior Analyst,Senior Analyst,ARE,TRANS,New Hire,TER:REO,N,0,Not Applicable,Y,SGD,N,JPY,N,65670,2024,60792,64,1,8.02,4878,4878,8.02,Moderate Growth,65670,F,44,20,10+ years,2024-08-24,0,0,0,0.19,0.27,8,1.7,1
200003715,08/21/2023,Finance,Melissa Powell PhD,Analyst,Analyst,USA,HIRE,Transfer,HIRE:NEW,N,2,Not Applicable,Y,AED,N,AUD,N,54500,2024,44001,9,1,23.86,10499,10499,23.86,Moderate Growth,54500,F,46,5,2-5 years,2024-04-17,4,1,1,0.2,0.13,3,3.6,0
200003716,12/07/2020,Operations,Sean Mendez,Senior Analyst,Senior Analyst,USA,TRANS,Transfer,PROMO:NEW,N,0,Not Applicable,N,SGD,N,SGD,N,61305,2024,56983,47,0,7.58,4322,4322,7.58,Moderate Growth,61305,M,29,15,10+ years,2022-12-20,0,0,0,0.24,0.09,4,2.3,0
200003717,11/02/2024,HR,Eric Davis,Manager,Manager,IND,TRANS,Promotion,TRANS:REO,N,0,Not Applicable,Y,AUD,N,USD,N,75071,2024,67980,38,0,10.43,7091,7091,10.43,Stable,75071,M,43,19,10+ years,2022-06-29,1,0,0,0.35,0.17,6,1.1,1
200003718,10/22/2021,Finance,Alan Wilson,Manager,Manager,ARE,TRANS,New Hire,TER:TRANS,N,5,Not Applicable,N,INR,Y,GBP,N,76658,2024,64743,47,0,18.4,11915,11915,18.4,Moderate Growth,76658,F,25,7,5-8 years,2023-01-27,0,0,0,0.43,0.13,8,1.4,1
200003719,01/05/2021,Marketing,Susan Fisher,Manager,Manager,ARE,HIRE,Transfer,TRANS:TRANS,Y,1,Not Applicable,Y,JPY,N,AED,N,84768,2024,70329,24,1,20.53,14439,14439,20.53,Moderate Growth,84768,M,61,20,10+ years,2024-09-03,0,0,0,0.19,0.5,6,4.1,0
200003720,02/07/2023,Operations,Brittney Wagner,Manager,Manager,GBR,HIRE,Promotion,TRANS:TRANS,N,1,High,Y,SGD,N,AED,N,89988,2024,84816,43,0,6.1,5172,5172,6.1,Declining,89988,F,24,15,10+ years,2023-12-03,0,0,0,0.47,0.23,5,2.0,0
200003721,10/07/2024,Marketing,Rachel Foley,Analyst,Analyst,USA,PROMO,Transfer,TER:PROMO,N,0,Not Applicable,N,GBP,N,INR,Y,41073,2024,36270,4,0,13.24,4803,4803,13.24,Moderate Growth,41073,M,50,15,10+ years,2025-02-17,4,1,0,0.49,0.14,1,4.0,0
200003722,11/21/2023,HR,John Arnold,Analyst,Analyst,IND,TRANS,Transfer,TER:PROMO,Y,5,Low,N,GBP,N,INR,N,44044,2024,37513,6,1,17.41,6531,6531,17.41,Moderate Growth,44044,M,62,2,0-2 years,2023-11-19,2,0,0,0.38,0.24,7,4.1,0
200003723,08/11/2021,Finance,Phillip Lin,Senior Analyst,Senior Analyst,IND,HIRE,New Hire,TER:NEW,N,2,Low,Y,JPY,N,INR,Y,68090,2024,54926,45,1,23.97,13164,13164,23.97,Declining,68090,F,50,16,10+ years,2022-11-30,1,0,0,0.28,0.11,5,2.7,1
200003724,11/30/2024,Geography,Randy Bullock,Manager,Manager,USA,TRANS,Transfer,TER:TRANS,N,0,High,N,GBP,N,INR,N,83018,2024,68478,89,0,21.23,14540,14540,21.23,Declining,83018,M,55,8,5-8 years,2023-07-11,4,0,0,0.41,0.14,5,3.0,1
200003725,04/17/2025,Geography,Erin Garcia,Analyst,Analyst,SGP,TER,Termination,TER:NEW,N,2,Not Applicable,N,SGD,N,AED,N,53764,2024,47835,77,1,12.39,5929,5929,12.39,Moderate Growth,53764,F,55,2,0-2 years,UNKNOWN,3,0,0,0.17,0.39,9,3.2,0
200003726,09/13/2020,HR,Jacob Hart,VP,VP,USA,PROMO,Transfer,HIRE:REO,Y,4,Not Applicable,N,USD,N,AUD,N,162849,2024,142813,22,0,14.03,20036,20036,14.03,Rapid Growth,162849,F,49,19,10+ years,2023-06-22,2,0,1,0.26,0.02,7,3.2,1
200003727,12/07/2021,Operations,Gloria Green,Senior Analyst,Senior Analyst,USA,TER,New Hire,TER:TRANS,N,3,Not Applicable,Y,INR,N,JPY,N,64521,2024,58949,37,0,9.45,5572,5572,9.45,Rapid Growth,64521,M,34,6,5-8 years,2024-09-15,4,0,0,0.45,0.28,5,3.6,0
200003728,02/04/2022,Marketing,Todd Williams,Senior Analyst,Senior Analyst,USA,TRANS,New Hire,HIRE:TRANS,N,2,Not Applicable,N,SGD,N,SGD,N,60384,2024,55868,9,0,8.08,4516,4516,8.08,Moderate Growth,60384,M,36,17,10+ years,2025-05-02,3,1,0,0.19,0.2,7,1.0,0
200003729,03/01/2022,Operations,Linda Martin,Manager,Manager,SGP,HIRE,Promotion,PROMO:NEW,N,1,Low,N,INR,N,JPY,N,88883,2024,76401,25,1,16.34,12482,12482,16.34,Stable,88883,M,44,11,10+ years,2023-02-09,2,1,1,0.5,0.06,4,4.1,0
200003730,12/12/2020,HR,Alicia Phillips,Analyst,Analyst,USA,HIRE,New Hire,HIRE:TRANS,N,2,Not Applicable,N,GBP,N,AED,N,55043,2024,44867,38,0,22.68,10176,10176,22.68,Moderate Growth,55043,M,65,18,10+ years,2023-10-30,0,0,0,0.07,0.03,9,3.9,1
200003731,07/31/2022,Finance,Peter Kirby,Senior Analyst,Senior Analyst,GBR,PROMO,Promotion,TRANS:PROMO,N,3,Low,Y,INR,N,USD,N,62098,2024,57051,72,0,8.85,5047,5047,8.85,Moderate Growth,62098,F,47,15,10+ years,UNKNOWN,0,0,0,0.33,0.01,8,2.4,0
200003732,09/26/2020,Geography,Douglas Mejia,Senior Analyst,Senior Analyst,ARE,TRANS,New Hire,TER:TRANS,N,0,Medium,N,INR,N,INR,N,66305,2024,58551,88,1,13.24,7754,7754,13.24,Stable,66305,M,25,16,10+ years,2025-05-13,2,1,1,0.46,0.16,5,2.9,1
200003733,05/04/2024,Marketing,Andrew Brown,Analyst,Analyst,USA,TRANS,Transfer,TRANS:PROMO,N,4,Not Applicable,N,SGD,N,INR,N,40527,2024,38377,83,0,5.6,2150,2150,5.6,Moderate Growth,40527,M,47,19,10+ years,UNKNOWN,5,1,0,0.11,0.21,2,4.8,1
200003734,11/20/2020,Finance,Joe Brown,Director,Director,USA,PROMO,New Hire,PROMO:TRANS,Y,4,Not Applicable,Y,JPY,N,GBP,N,115343,2024,106052,78,0,8.76,9291,9291,8.76,Moderate Growth,115343,F,61,14,10+ years,2023-11-17,2,0,0,0.43,0.2,2,2.4,1
200003735,07/10/2023,Geography,Barbara Cruz,Director,Director,USA,PROMO,Transfer,TER:NEW,Y,3,Not Applicable,N,AUD,N,SGD,N,111838,2024,94990,7,0,17.74,16848,16848,17.74,Moderate Growth,111838,O,30,0,0-2 years,2023-01-21,2,0,0,0.34,0.35,7,2.8,1
200003736,02/24/2022,Geography,Matthew Schmidt,Analyst,Analyst,GBR,PROMO,Transfer,TER:TRANS,N,4,Not Applicable,N,USD,N,AED,N,39722,2024,34330,83,0,15.71,5392,5392,15.71,Moderate Growth,39722,M,26,1,0-2 years,UNKNOWN,3,0,0,0.49,0.34,8,2.6,1
200003737,10/15/2022,Technology,Crystal Beck,Senior Analyst,Senior Analyst,GBR,TER,New Hire,TRANS:NEW,Y,2,Medium,N,SGD,N,GBP,Y,67586,2024,56457,71,0,19.71,11129,11129,19.71,Stable,67586,M,53,7,5-8 years,2022-07-04,2,0,0,0.23,0.4,3,1.7,1
200003738,08/04/2023,Marketing,Brent Stewart,Analyst,Analyst,JPN,TRANS,Promotion,TER:REO,N,0,Not Applicable,N,JPY,N,GBP,N,46657,2024,40908,14,1,14.05,5749,5749,14.05,Rapid Growth,46657,M,41,1,0-2 years,2023-07-04,4,1,0,0.09,0.12,0,2.3,1
200003739,05/28/2024,HR,Kerri Parsons,Director,Director,USA,TRANS,Transfer,HIRE:TRANS,N,2,Not Applicable,N,SGD,N,INR,N,118663,2024,107580,53,0,10.3,11083,11083,10.3,Moderate Growth,118663,F,32,18,10+ years,UNKNOWN,0,0,0,0.09,0.3,1,2.4,0
200003740,10/02/2024,Technology,Elizabeth Jones,Senior Analyst,Senior Analyst,JPN,PROMO,Transfer,PROMO:REO,N,3,Not Applicable,Y,JPY,N,GBP,N,61021,2024,54423,89,0,12.12,6598,6598,12.12,Moderate Growth,61021,M,36,8,5-8 years,UNKNOWN,2,0,0,0.11,0.07,0,1.3,0
200003741,11/01/2023,Geography,Ryan Thornton,Senior Analyst,Senior Analyst,AUS,HIRE,New Hire,TRANS:NEW,N,5,Not Applicable,N,JPY,N,SGD,N,63401,2024,53974,55,0,17.47,9427,9427,17.47,Moderate Growth,63401,M,53,8,5-8 years,2023-04-01,0,1,0,0.47,0.08,2,2.5,1
200003742,07/05/2021,Marketing,Janet Martin,Senior Analyst,Senior Analyst,ARE,PROMO,New Hire,PROMO:TRANS,N,1,Not Applicable,N,GBP,N,JPY,N,63893,2024,59004,15,0,8.29,4889,4889,8.29,Stable,63893,M,49,12,10+ years,2025-04-26,5,1,1,0.11,0.43,5,2.5,1
200003743,09/18/2020,Marketing,David Walton,Senior Analyst,Senior Analyst,IND,TRANS,New Hire,TRANS:REO,N,4,Not Applicable,N,AUD,Y,JPY,Y,61093,2024,49837,55,1,22.59,11256,11256,22.59,Rapid Growth,61093,M,43,5,2-5 years,2024-10-05,2,0,1,0.47,0.46,5,4.5,1
200003744,07/07/2022,Technology,Jennifer Hernandez,Manager,Manager,SGP,PROMO,Termination,PROMO:PROMO,Y,5,Not Applicable,Y,SGD,Y,JPY,N,91914,2024,75496,90,0,21.75,16418,16418,21.75,Stable,91914,M,62,14,10+ years,2024-03-13,0,0,1,0.32,0.43,10,3.8,1
200003745,08/17/2023,Finance,Justin Bass,Manager,Manager,AUS,HIRE,New Hire,HIRE:PROMO,N,3,Not Applicable,Y,GBP,N,AUD,N,80146,2024,68975,47,0,16.2,11171,11171,16.2,Moderate Growth,80146,M,38,18,10+ years,UNKNOWN,0,0,1,0.21,0.37,0,1.8,1
200003746,08/12/2024,Finance,Joan Patterson MD,Senior Analyst,Senior Analyst,GBR,HIRE,Termination,HIRE:REO,N,0,Not Applicable,N,JPY,N,JPY,N,58247,2024,52733,98,0,10.46,5514,5514,10.46,Moderate Growth,58247,M,47,20,10+ years,2023-11-23,0,1,1,0.08,0.0,0,3.9,0
200003747,04/01/2024,HR,Steven Vega,Manager,Manager,USA,HIRE,Promotion,HIRE:PROMO,N,1,High,N,JPY,N,JPY,Y,90851,2024,82140,34,0,10.61,8711,8711,10.61,Moderate Growth,90851,O,65,14,10+ years,2024-11-09,0,0,1,0.25,0.11,1,4.5,1
200003748,12/19/2021,Marketing,Tracy Heath,Senior Analyst,Senior Analyst,SGP,TRANS,Transfer,HIRE:PROMO,Y,0,Not Applicable,N,USD,Y,JPY,N,64782,2024,55387,43,0,16.96,9395,9395,16.96,Moderate Growth,64782,F,28,17,10+ years,2022-12-17,5,1,1,0.24,0.03,2,1.8,0
200003749,06/29/2024,Operations,Terri Clark,Analyst,Analyst,ARE,PROMO,Transfer,TRANS:TRANS,N,2,Low,N,SGD,N,GBP,N,46854,2024,42379,8,0,10.56,4475,4475,10.56,Stable,46854,M,63,6,5-8 years,2024-09-27,0,0,0,0.42,0.07,9,3.4,1
200003750,06/13/2025,Technology,Tammie Alvarez,Analyst,Analyst,USA,TRANS,Transfer,PROMO:PROMO,N,1,Medium,N,AED,N,AUD,N,42285,2024,34212,67,0,23.6,8073,8073,23.6,Declining,42285,M,47,10,8-10 years,2022-12-23,1,1,1,0.09,0.1,2,2.2,0
200003751,02/22/2025,Geography,Heather Martinez,Senior Analyst,Senior Analyst,SGP,TRANS,New Hire,TRANS:PROMO,Y,4,Medium,N,JPY,N,SGD,Y,63938,2024,53931,3,1,18.56,10007,10007,18.56,Moderate Growth,63938,M,46,7,5-8 years,2024-11-07,0,0,0,0.22,0.45,3,1.4,1
200003752,06/07/2023,Finance,Jessica Gordon,Manager,Manager,USA,HIRE,Transfer,TRANS:REO,N,1,Low,N,USD,N,JPY,N,80454,2024,72735,16,0,10.61,7719,7719,10.61,Rapid Growth,80454,F,31,5,2-5 years,2024-09-15,0,0,0,0.01,0.22,7,3.3,0
200003753,05/21/2023,Technology,Anthony Huang,VP,VP,USA,PROMO,Termination,TRANS:PROMO,N,2,Not Applicable,N,GBP,N,INR,N,170910,2024,141446,37,0,20.83,29464,29464,20.83,Declining,170910,F,40,7,5-8 years,UNKNOWN,0,0,1,0.2,0.13,5,5.0,1
200003754,11/06/2021,HR,Rebecca Holmes,Analyst,Analyst,USA,TER,Transfer,TRANS:NEW,N,4,Not Applicable,Y,USD,N,USD,N,52609,2024,43765,9,0,20.21,8844,8844,20.21,Moderate Growth,52609,M,32,1,0-2 years,2022-08-10,2,0,0,0.23,0.5,1,4.1,0
200003755,08/28/2022,HR,Wendy Garza,Senior Analyst,Senior Analyst,USA,TRANS,Transfer,TRANS:REO,Y,5,Not Applicable,Y,USD,N,AUD,N,57119,2024,46439,10,0,23.0,10680,10680,23.0,Moderate Growth,57119,M,34,18,10+ years,2023-12-10,0,1,0,0.33,0.48,6,2.6,0
200003756,03/23/2021,Operations,Anthony Cook,Analyst,Analyst,GBR,TRANS,Promotion,TRANS:TRANS,N,2,Not Applicable,N,AED,N,JPY,N,57942,2024,49521,63,1,17.0,8421,8421,17.0,Moderate Growth,57942,F,29,15,10+ years,UNKNOWN,0,0,0,0.19,0.14,8,1.4,0
200003757,11/18/2022,Marketing,David Smith,Director,Director,GBR,TRANS,Transfer,TRANS:REO,Y,2,Not Applicable,N,AUD,N,AED,N,115013,2024,106242,65,0,8.26,8771,8771,8.26,Moderate Growth,115013,M,61,6,5-8 years,UNKNOWN,0,0,1,0.46,0.22,7,3.6,0
200003758,09/09/2020,HR,Melissa Acevedo,Director,Director,GBR,TRANS,New Hire,HIRE:PROMO,Y,4,Not Applicable,N,SGD,N,AUD,N,119055,2024,110179,43,0,8.06,8876,8876,8.06,Stable,119055,M,25,9,8-10 years,2023-04-01,5,0,0,0.42,0.13,6,2.6,1
200003759,09/30/2023,HR,Brianna Gonzalez,Analyst,Analyst,GBR,TRANS,New Hire,TER:NEW,Y,4,Not Applicable,N,AED,N,SGD,N,43932,2024,40828,77,0,7.6,3104,3104,7.6,Stable,43932,M,52,11,10+ years,2024-09-17,4,1,0,0.26,0.34,8,4.6,1
200003760,11/17/2020,Operations,Bradley Conway,Manager,Manager,JPN,TRANS,New Hire,TRANS:PROMO,N,2,Low,N,SGD,N,GBP,N,84481,2024,68049,85,0,24.15,16432,16432,24.15,Moderate Growth,84481,M,49,16,10+ years,2023-05-01,5,0,0,0.08,0.4,4,1.8,1
200003761,11/04/2021,Operations,Joanna Lynn,Manager,Manager,USA,TRANS,Transfer,PROMO:PROMO,Y,2,Not Applicable,N,JPY,N,JPY,Y,92124,2024,87427,41,1,5.37,4697,4697,5.37,Moderate Growth,92124,F,32,6,5-8 years,UNKNOWN,0,0,0,0.1,0.19,9,3.6,0
200003762,04/28/2025,Finance,Emily Maldonado,Analyst,Analyst,SGP,HIRE,Transfer,HIRE:REO,Y,4,Medium,N,AED,Y,USD,N,47189,2024,41309,99,0,14.23,5880,5880,14.23,Rapid Growth,47189,M,64,7,5-8 years,UNKNOWN,4,0,1,0.35,0.43,1,1.9,0
200003763,04/12/2022,Finance,Jennifer Brown,Senior Analyst,Senior Analyst,JPN,TER,Transfer,HIRE:PROMO,N,2,Not Applicable,N,INR,N,USD,N,55843,2024,51984,54,1,7.42,3859,3859,7.42,Moderate Growth,55843,M,22,6,5-8 years,2025-01-11,3,1,1,0.46,0.05,8,1.6,0
200003764,05/04/2022,HR,Kurt Ford,Manager,Manager,JPN,TRANS,Transfer,TER:NEW,N,0,Medium,Y,AUD,Y,JPY,N,85545,2024,80050,54,1,6.86,5495,5495,6.86,Rapid Growth,85545,M,59,3,2-5 years,2022-08-22,4,1,0,0.2,0.07,2,4.6,0
200003765,05/16/2022,Operations,Hailey Moore,Analyst,Analyst,GBR,HIRE,Transfer,TER:TRANS,N,0,Medium,Y,GBP,N,INR,N,48316,2024,42381,3,0,14.0,5935,5935,14.0,Moderate Growth,48316,F,45,2,0-2 years,2023-11-25,3,0,0,0.36,0.26,9,2.5,0
200003766,03/20/2022,Marketing,Laurie Huffman,Senior Analyst,Senior Analyst,AUS,TRANS,Termination,TER:REO,N,0,Not Applicable,N,AUD,N,INR,N,62604,2024,50562,89,0,23.82,12042,12042,23.82,Stable,62604,M,52,18,10+ years,UNKNOWN,0,1,0,0.32,0.11,7,3.4,1
200003767,09/30/2022,Finance,Richard Green,Analyst,Analyst,USA,HIRE,New Hire,TRANS:NEW,N,0,Not Applicable,N,INR,N,JPY,N,51111,2024,45469,7,1,12.41,5642,5642,12.41,Moderate Growth,51111,O,62,14,10+ years,2023-04-15,5,0,0,0.35,0.45,1,1.3,0
200003768,12/10/2023,Finance,Karen Dalton,Senior Analyst,Senior Analyst,USA,TER,Transfer,TER:PROMO,N,2,Medium,Y,GBP,Y,AED,N,60447,2024,51386,5,0,17.63,9061,9061,17.63,Stable,60447,M,47,3,2-5 years,2022-07-10,1,0,0,0.31,0.12,4,1.6,0
200003769,10/27/2024,Operations,Bianca Chandler,Director,Director,ARE,TRANS,Promotion,PROMO:PROMO,N,2,Medium,Y,SGD,N,GBP,N,123998,2024,103044,53,1,20.34,20954,20954,20.34,Rapid Growth,123998,M,26,8,5-8 years,2024-04-19,5,1,0,0.38,0.27,8,4.9,1
200003770,08/17/2020,HR,Michael Thompson,Senior Analyst,Senior Analyst,JPN,PROMO,Promotion,TER:TRANS,N,1,Not Applicable,Y,AED,N,JPY,N,59288,2024,49053,8,0,20.87,10235,10235,20.87,Moderate Growth,59288,M,41,12,10+ years,2024-07-15,5,0,0,0.0,0.07,3,2.8,1
200003771,07/13/2020,Marketing,Karen Rodriguez,Analyst,Analyst,USA,TRANS,Transfer,TER:NEW,N,1,Not Applicable,Y,GBP,N,INR,N,41766,2024,36916,23,1,13.14,4850,4850,13.14,Moderate Growth,41766,O,62,17,10+ years,2023-05-23,5,0,0,0.17,0.3,1,2.2,1
200003772,06/27/2024,HR,John Watson,Analyst,Analyst,GBR,TER,New Hire,HIRE:NEW,N,1,Not Applicable,N,JPY,N,INR,N,39293,2024,32050,46,1,22.6,7243,7243,22.6,Declining,39293,M,32,20,10+ years,2022-07-10,5,0,1,0.15,0.21,3,1.6,1
200003773,08/01/2021,Geography,Jessica Martinez,Manager,Manager,GBR,TRANS,New Hire,TRANS:TRANS,N,5,Not Applicable,N,USD,N,AED,N,92832,2024,85706,30,0,8.31,7126,7126,8.31,Rapid Growth,92832,F,54,15,10+ years,2025-04-23,0,0,0,0.07,0.5,0,4.0,0
